time_spent,app_switches,hour_of_day,day_of_week,violations,session_gap,previous_usage,focus_sessions,addiction_score,relapse_risk,label,interaction_intensity,discipline_score,usage_pressure,night_flag
19,6,14,5,0,26,24,2,1.77,0,focused,114,20,0.8888888888888888,0
121,17,0,6,5,2,192,1,12.03,0,distracted,2057,-15,64.0,1
162,13,20,4,0,6,169,0,7.459999999999999,0,addicted,2106,0,24.142857142857142,0
90,6,21,1,2,16,71,3,5.9,0,focused,540,20,4.176470588235294,0
126,16,21,6,3,9,73,3,9.98,1,focused,2016,15,7.3,0
399,22,2,1,5,6,175,1,21.369999999999997,0,addicted,8778,-15,25.0,1
60,3,15,6,0,48,46,1,2.4,0,focused,180,10,0.9387755102040817,0
257,19,22,4,3,3,278,1,14.51,0,addicted,4883,-5,69.5,1
39,7,10,0,0,46,18,2,2.57,0,distracted,273,20,0.3829787234042553,0
62,3,11,4,1,59,54,4,3.4599999999999995,0,focused,186,35,0.9,0
27,4,9,4,1,58,82,3,2.6100000000000003,0,focused,108,25,1.3898305084745763,0
78,1,15,1,0,56,112,3,2.54,0,focused,78,30,1.9649122807017543,0
91,10,7,1,0,5,115,1,4.7299999999999995,0,distracted,910,10,19.166666666666668,0
136,12,5,4,3,28,181,0,9.48,1,distracted,1632,-15,6.241379310344827,0
27,5,11,4,0,43,75,1,1.81,0,distracted,135,10,1.7045454545454546,0
154,34,23,4,4,1,191,0,15.419999999999998,0,addicted,5236,-20,95.5,1
98,11,20,1,1,26,113,0,6.14,0,distracted,1078,-5,4.185185185185185,0
54,11,7,4,1,27,58,3,4.82,0,focused,594,25,2.0714285714285716,0
307,15,3,4,2,2,318,1,14.209999999999999,1,addicted,4605,0,106.0,1
193,17,7,3,3,8,97,0,12.190000000000001,0,addicted,3281,-15,10.777777777777779,0
60,6,17,0,1,56,38,2,4.0,0,focused,360,15,0.6666666666666666,0
376,16,4,2,2,1,164,1,16.48,0,distracted,6016,0,82.0,1
116,11,8,0,1,18,82,1,6.68,0,distracted,1276,5,4.315789473684211,0
184,22,3,3,2,5,229,0,11.919999999999998,1,distracted,4048,-10,38.166666666666664,1
138,13,21,2,0,21,147,0,6.74,0,distracted,1794,0,6.681818181818182,0
70,3,16,6,1,50,90,1,3.7,0,focused,210,5,1.7647058823529411,0
88,7,8,4,1,21,69,3,5.04,0,distracted,616,25,3.1363636363636362,0
251,13,0,3,3,9,280,0,13.13,0,addicted,3263,-15,28.0,1
63,13,20,6,1,26,119,1,5.49,0,addicted,819,5,4.407407407407407,0
135,18,19,4,3,5,121,3,10.65,0,addicted,2430,15,20.166666666666668,0
53,2,12,1,1,24,28,3,2.9899999999999998,0,focused,106,25,1.12,0
29,5,15,5,1,29,107,2,2.87,0,focused,145,15,3.566666666666667,0
40,2,12,3,0,23,70,5,1.6,1,focused,80,50,2.9166666666666665,0
26,3,13,1,0,25,72,5,1.3800000000000001,0,focused,78,50,2.769230769230769,0
223,20,2,3,5,7,303,1,15.689999999999998,1,addicted,4460,-15,37.875,1
55,12,5,3,0,8,72,2,4.05,0,focused,660,20,8.0,0
25,1,17,1,1,32,44,1,1.95,0,focused,25,5,1.3333333333333333,0
88,11,18,2,3,6,145,1,7.840000000000001,0,addicted,968,-5,20.714285714285715,0
224,10,4,0,2,7,281,0,10.72,0,addicted,2240,-10,35.125,1
23,6,14,4,1,36,89,3,2.8899999999999997,0,focused,138,25,2.4054054054054053,0
393,29,1,3,4,2,326,1,21.589999999999996,0,distracted,11397,-10,108.66666666666667,1
67,2,9,4,1,44,72,5,3.4099999999999993,0,focused,134,45,1.6,0
342,12,23,5,4,6,358,1,16.66,1,addicted,4104,-10,51.142857142857146,1
71,6,17,1,0,31,46,3,3.3299999999999996,0,distracted,426,30,1.4375,0
61,4,12,4,0,59,111,4,2.63,0,distracted,244,40,1.85,0
258,22,4,1,2,9,153,1,14.139999999999997,0,distracted,5676,0,15.3,1
221,19,22,4,2,7,369,1,12.43,1,distracted,4199,0,46.125,1
196,22,23,0,3,5,215,1,13.280000000000001,0,addicted,4312,-5,35.833333333333336,1
320,10,0,0,3,4,292,1,14.6,1,distracted,3200,-5,58.4,1
170,17,21,0,3,20,92,3,11.5,0,focused,2890,15,4.380952380952381,0
203,25,0,0,3,5,326,0,14.09,0,addicted,5075,-15,54.333333333333336,1
42,6,17,0,0,31,24,2,2.46,0,focused,252,20,0.75,0
54,6,14,0,0,26,24,4,2.82,0,focused,324,40,0.8888888888888888,0
55,1,16,1,1,30,38,1,2.85,0,focused,55,5,1.2258064516129032,0
75,6,10,3,1,52,81,1,4.45,0,distracted,450,5,1.528301886792453,0
116,7,20,4,2,29,57,3,6.88,1,focused,812,20,1.9,0
90,17,21,0,0,26,180,1,6.1,1,focused,1530,10,6.666666666666667,0
76,2,16,1,0,58,74,3,2.68,0,focused,152,30,1.2542372881355932,0
14,7,12,1,0,48,24,3,1.8199999999999998,0,distracted,98,30,0.4897959183673469,0
277,29,0,1,2,3,222,1,16.11,0,distracted,8033,0,55.5,1
142,32,1,3,4,5,293,0,14.66,0,addicted,4544,-20,48.833333333333336,1
93,19,8,4,1,8,195,2,7.590000000000001,0,addicted,1767,15,21.666666666666668,0
228,24,2,3,4,4,310,1,15.639999999999997,0,distracted,5472,-10,62.0,1
129,13,0,2,5,9,258,1,11.469999999999999,1,addicted,1677,-15,25.8,1
123,14,20,6,3,9,112,3,9.49,0,focused,1722,15,11.2,0
20,1,15,1,1,44,108,4,1.8,0,distracted,20,35,2.4,0
328,34,22,2,4,8,218,0,20.639999999999997,0,addicted,11152,-20,24.22222222222222,1
38,18,5,5,0,6,63,1,4.74,1,addicted,684,10,9.0,0
25,7,16,0,1,35,23,5,3.15,0,focused,175,45,0.6388888888888888,0
191,11,4,6,3,3,364,0,10.93,0,distracted,2101,-15,91.0,1
212,10,4,0,5,1,262,1,13.36,0,addicted,2120,-15,131.0,1
189,17,5,3,0,6,173,2,9.069999999999999,0,focused,3213,20,24.714285714285715,0
306,31,2,6,4,9,304,1,19.380000000000003,0,addicted,9486,-10,30.4,1
94,19,20,4,2,16,187,2,8.620000000000001,0,focused,1786,10,11.0,0
350,26,22,2,3,8,353,0,18.7,1,addicted,9100,-15,39.22222222222222,1
173,29,4,4,4,7,207,0,14.99,1,distracted,5017,-20,25.875,1
68,7,20,3,2,7,92,2,5.4399999999999995,0,focused,476,10,11.5,0
358,18,4,0,4,7,340,0,18.339999999999996,0,distracted,6444,-20,42.5,1
33,3,9,6,1,45,103,1,2.59,0,focused,99,5,2.239130434782609,0
71,2,9,4,0,37,80,2,2.5300000000000002,0,focused,142,20,2.1052631578947367,0
132,12,18,4,2,29,158,0,8.36,0,addicted,1584,-10,5.266666666666667,0
67,3,16,0,0,52,30,4,2.61,0,focused,201,40,0.5660377358490566,0
44,8,20,6,1,17,146,3,3.9200000000000004,0,addicted,352,25,8.11111111111111,0
73,7,13,2,1,38,116,4,4.59,0,focused,511,35,2.9743589743589745,0
195,11,8,0,3,25,127,3,11.05,1,focused,2145,15,4.884615384615385,0
52,4,13,4,0,38,30,3,2.3600000000000003,0,focused,208,30,0.7692307692307693,0
292,23,0,2,5,2,385,1,18.36,0,addicted,6716,-15,128.33333333333334,1
73,15,18,2,0,8,123,0,5.1899999999999995,0,addicted,1095,0,13.666666666666666,0
58,6,12,0,1,27,108,3,3.94,0,focused,348,25,3.857142857142857,0
70,7,12,4,0,23,50,5,3.5,1,distracted,490,50,2.0833333333333335,0
233,28,3,3,5,7,287,1,17.589999999999996,1,distracted,6524,-15,35.875,1
380,32,0,4,4,7,360,0,21.8,1,addicted,12160,-20,45.0,1
32,5,16,1,1,25,47,1,2.96,0,focused,160,5,1.8076923076923077,0
86,19,7,6,3,11,96,0,9.379999999999999,0,addicted,1634,-15,8.0,0
209,31,1,5,5,8,370,0,17.47,0,addicted,6479,-25,41.111111111111114,1
47,13,7,3,3,5,142,2,7.01,0,focused,611,5,23.666666666666668,0
60,5,6,2,1,27,63,1,3.8,1,addicted,300,5,2.25,0
325,25,1,3,4,4,263,1,18.75,0,distracted,8125,-10,52.6,1
120,9,21,6,2,19,75,0,7.4,1,addicted,1080,-10,3.75,0
30,13,21,2,1,18,188,1,4.5,0,focused,390,5,9.894736842105264,0
175,24,2,6,3,5,290,0,13.05,0,distracted,4200,-15,48.333333333333336,1
79,5,17,2,1,50,95,5,4.37,0,focused,395,45,1.8627450980392157,0
56,2,11,3,0,55,41,2,2.08,0,focused,112,20,0.7321428571428571,0
321,27,0,2,2,5,209,0,17.03,0,addicted,8667,-10,34.833333333333336,1
67,15,21,2,2,5,150,2,7.01,1,addicted,1005,10,25.0,0
57,1,11,1,0,20,21,5,1.9099999999999997,0,distracted,57,50,1.0,0
376,19,4,4,3,3,198,0,18.080000000000002,0,addicted,7144,-15,49.5,1
11,1,16,4,1,36,69,4,1.53,0,focused,11,35,1.864864864864865,0
69,4,15,5,1,22,52,1,3.87,0,focused,276,5,2.260869565217391,0
46,6,14,5,1,34,42,3,3.5799999999999996,0,focused,276,25,1.2,0
244,31,22,1,5,2,214,1,18.52,0,addicted,7564,-15,71.33333333333333,1
26,6,14,5,0,47,70,3,1.98,0,focused,156,30,1.4583333333333333,0
305,21,4,6,3,9,386,0,16.35,0,addicted,6405,-15,38.6,1
109,9,20,3,3,24,161,3,8.069999999999999,0,focused,981,15,6.44,0
26,5,13,0,0,49,108,1,1.78,0,focused,130,10,2.16,0
234,14,1,6,3,1,184,1,12.819999999999999,1,distracted,3276,-5,92.0,1
28,2,10,0,0,45,31,2,1.24,0,focused,56,20,0.6739130434782609,0
129,13,18,0,0,6,194,3,6.469999999999999,0,focused,1677,30,27.714285714285715,0
173,4,6,1,1,16,121,2,6.99,0,distracted,692,15,7.117647058823529,0
110,9,5,6,3,7,190,2,8.1,0,distracted,990,5,23.75,0
173,17,1,1,3,2,210,0,11.59,0,addicted,2941,-15,70.0,1
60,3,5,2,1,20,60,0,3.4,0,focused,180,-5,2.857142857142857,0
40,5,17,0,1,33,101,5,3.2,0,focused,200,45,2.9705882352941178,0
242,15,1,3,4,1,222,1,14.26,0,addicted,3630,-10,111.0,1
63,6,17,5,1,24,116,4,4.09,0,focused,378,35,4.64,0
64,1,14,3,0,58,99,4,2.12,0,focused,64,40,1.6779661016949152,0
50,13,18,5,3,7,162,3,7.1,0,focused,650,15,20.25,0
187,30,1,0,5,3,330,1,16.61,0,addicted,5610,-15,82.5,1
103,17,19,0,1,28,72,1,7.49,0,focused,1751,5,2.4827586206896552,0
88,14,5,0,0,7,116,0,5.4399999999999995,0,addicted,1232,0,14.5,0
219,13,0,1,2,2,368,0,11.17,0,addicted,2847,-10,122.66666666666667,1
352,32,23,6,5,5,378,0,21.96,1,distracted,11264,-25,63.0,1
47,3,14,5,0,48,69,3,2.0100000000000002,0,focused,141,30,1.4081632653061225,0
266,23,22,6,2,6,227,0,14.580000000000002,0,addicted,6118,-10,32.42857142857143,1
25,1,9,1,0,57,21,3,0.95,0,focused,25,30,0.3620689655172414,0
58,7,18,1,1,20,80,0,4.14,0,distracted,406,-5,3.8095238095238093,0
61,2,16,4,1,29,50,5,3.2299999999999995,0,focused,122,45,1.6666666666666667,0
206,22,4,3,5,1,375,0,15.580000000000002,1,addicted,4532,-25,187.5,1
180,16,3,3,5,6,386,0,13.6,0,distracted,2880,-25,55.142857142857146,1
65,5,9,2,0,52,78,1,2.95,0,focused,325,10,1.471698113207547,0
251,11,23,1,2,1,270,0,11.73,0,addicted,2761,-10,135.0,1
10,4,16,5,0,45,42,1,1.1,0,focused,40,10,0.9130434782608695,0
54,7,9,4,1,45,96,2,4.0200000000000005,0,distracted,378,15,2.0869565217391304,0
21,1,16,4,1,28,12,4,1.83,0,focused,21,35,0.41379310344827586,0
45,16,19,6,0,7,190,1,4.55,0,focused,720,10,23.75,0
266,34,23,3,4,6,352,0,18.78,0,addicted,9044,-20,50.285714285714285,1
286,29,4,1,5,5,158,0,19.380000000000003,0,distracted,8294,-25,26.333333333333332,1
357,29,1,2,3,9,383,0,19.509999999999998,0,distracted,10353,-15,38.3,1
123,5,5,1,2,23,131,1,6.69,1,distracted,615,0,5.458333333333333,0
194,15,20,6,0,5,53,1,8.819999999999999,0,distracted,2910,10,8.833333333333334,0
229,12,1,0,2,7,182,0,11.27,1,addicted,2748,-10,22.75,1
41,1,12,1,1,41,107,3,2.4299999999999997,0,distracted,41,25,2.5476190476190474,0
42,2,10,6,1,23,100,4,2.66,1,focused,84,35,4.166666666666667,0
61,1,10,0,1,38,30,1,3.0300000000000002,0,focused,61,5,0.7692307692307693,0
53,1,15,0,0,27,89,2,1.7899999999999998,0,distracted,53,20,3.1785714285714284,0
15,1,10,2,0,24,68,2,0.65,1,distracted,15,20,2.72,0
165,5,18,5,1,29,118,2,6.95,0,distracted,825,15,3.933333333333333,0
42,7,14,3,1,58,25,1,3.66,0,focused,294,5,0.423728813559322,0
279,15,22,1,3,4,178,1,14.37,1,distracted,4185,-5,35.6,1
388,17,22,0,5,5,161,0,20.04,0,addicted,6596,-25,26.833333333333332,1
59,4,15,1,0,37,59,5,2.57,0,distracted,236,50,1.5526315789473684,0
26,2,10,5,1,22,78,3,2.18,0,focused,52,25,3.391304347826087,0
180,12,21,3,0,17,65,0,7.8,0,distracted,2160,0,3.611111111111111,0
70,6,15,5,1,36,96,4,4.3,0,focused,420,35,2.5945945945945947,0
149,13,7,3,0,12,108,0,7.0699999999999985,0,addicted,1937,0,8.307692307692308,0
214,18,3,4,4,7,364,1,14.02,0,addicted,3852,-10,45.5,1
59,11,7,3,1,29,196,3,4.970000000000001,0,distracted,649,25,6.533333333333333,0
326,22,3,2,2,8,320,1,16.18,0,addicted,7172,0,35.55555555555556,1
276,14,23,5,2,1,364,1,13.080000000000002,0,addicted,3864,0,182.0,1
282,24,2,0,5,3,242,1,18.259999999999998,0,addicted,6768,-15,60.5,1
339,34,2,4,4,3,152,1,20.97,0,addicted,11526,-10,38.0,1
45,1,17,2,1,32,42,5,2.55,0,distracted,45,45,1.2727272727272727,0
43,10,18,1,3,11,132,2,6.29,0,focused,430,5,11.0,0
124,11,18,5,0,17,109,1,5.92,0,distracted,1364,10,6.055555555555555,0
194,8,20,6,1,6,158,0,8.419999999999998,0,addicted,1552,-5,22.571428571428573,0
138,10,4,6,5,6,261,0,11.14,0,addicted,1380,-25,37.285714285714285,1
64,3,17,0,0,27,95,4,2.52,0,distracted,192,40,3.392857142857143,0
11,7,9,3,1,40,99,3,2.73,0,focused,77,25,2.4146341463414633,0
53,18,21,0,3,9,105,1,8.190000000000001,1,addicted,954,-5,10.5,0
198,4,20,6,0,24,115,1,6.74,0,distracted,792,10,4.6,0
166,6,5,1,0,10,110,1,6.18,1,focused,996,10,10.0,0
189,27,0,4,5,8,162,0,16.07,1,addicted,5103,-25,18.0,1
318,26,4,4,3,6,204,0,17.74,0,distracted,8268,-15,29.142857142857142,1
91,3,8,5,0,20,54,1,3.3299999999999996,0,focused,273,10,2.5714285714285716,0
55,3,11,4,0,32,19,2,2.25,0,focused,165,20,0.5757575757575758,0
53,4,13,5,0,59,16,3,2.3899999999999997,0,distracted,212,30,0.26666666666666666,0
140,10,1,5,4,3,274,1,10.2,0,addicted,1400,-10,68.5,1
61,1,16,5,0,47,79,1,2.0300000000000002,0,focused,61,10,1.6458333333333333,0
25,7,13,6,1,24,50,2,3.15,0,focused,175,15,2.0,0
40,4,12,6,1,49,27,4,3.0,0,distracted,160,35,0.54,0
144,3,8,3,0,28,80,0,4.92,0,distracted,432,0,2.7586206896551726,0
48,5,14,2,0,51,27,1,2.44,0,focused,240,10,0.5192307692307693,0
83,5,21,5,1,16,84,2,4.49,0,focused,415,15,4.9411764705882355,0
34,4,14,5,1,50,13,5,2.82,0,focused,136,45,0.2549019607843137,0
348,31,23,2,3,1,275,1,19.639999999999997,0,addicted,10788,-5,137.5,1
22,3,10,0,0,21,65,5,1.26,0,focused,66,50,2.9545454545454546,0
25,2,15,5,0,55,50,2,1.15,0,focused,50,20,0.8928571428571429,0
49,3,16,3,0,56,75,2,2.07,0,focused,147,20,1.3157894736842106,0
226,32,3,4,3,8,321,0,16.18,1,addicted,7232,-15,35.666666666666664,1
321,27,0,4,3,4,276,0,18.03,0,distracted,8667,-15,55.2,1
164,11,7,1,3,7,194,1,10.12,0,addicted,1804,-5,24.25,0
61,6,16,1,1,25,47,2,4.029999999999999,0,focused,366,15,1.8076923076923077,0
211,12,2,4,4,6,312,1,12.73,1,addicted,2532,-10,44.57142857142857,1
130,18,19,4,1,20,165,0,8.5,0,distracted,2340,-5,7.857142857142857,0
18,4,14,6,0,40,61,3,1.3399999999999999,0,focused,72,30,1.4878048780487805,0
64,7,14,3,0,20,102,1,3.3200000000000003,0,distracted,448,10,4.857142857142857,0
354,33,23,2,3,3,164,0,20.22,0,addicted,11682,-15,41.0,1
186,15,21,1,2,24,151,0,10.58,1,distracted,2790,-10,6.04,0
29,7,13,6,0,36,45,3,2.27,1,distracted,203,30,1.2162162162162162,0
230,17,22,6,2,4,291,1,12.3,0,addicted,3910,0,58.2,1
15,1,13,2,0,38,86,5,0.65,1,distracted,15,50,2.2051282051282053,0
399,32,23,6,5,6,254,0,23.369999999999997,0,distracted,12768,-25,36.285714285714285,1
355,22,1,3,3,7,296,0,18.05,0,addicted,7810,-15,37.0,1
35,7,12,4,0,57,12,2,2.45,1,distracted,245,20,0.20689655172413793,0
52,2,13,5,1,26,109,5,2.96,1,focused,104,45,4.037037037037037,0
247,21,23,2,2,7,370,1,13.61,0,distracted,5187,0,46.25,1
183,7,18,4,2,23,52,2,8.89,1,focused,1281,10,2.1666666666666665,0
78,11,6,4,0,13,155,0,4.54,0,distracted,858,0,11.071428571428571,0
340,12,2,0,4,8,181,1,16.6,0,addicted,4080,-10,20.11111111111111,1
44,5,14,2,1,27,38,1,3.3200000000000003,1,focused,220,5,1.3571428571428572,0
386,11,22,6,3,9,343,1,16.78,0,addicted,4246,-5,34.3,1
34,6,13,5,1,30,102,1,3.22,0,distracted,204,5,3.2903225806451615,0
65,4,10,2,1,39,118,2,3.75,0,focused,260,15,2.95,0
13,1,14,6,0,55,44,4,0.5900000000000001,0,focused,13,40,0.7857142857142857,0
75,6,12,4,0,29,117,5,3.45,0,focused,450,50,3.9,0
41,4,17,5,1,48,114,4,3.03,0,focused,164,35,2.326530612244898,0
113,10,5,6,2,10,188,3,7.390000000000001,0,distracted,1130,20,17.09090909090909,0
368,34,2,3,4,5,387,0,21.839999999999996,1,distracted,12512,-20,64.5,1
39,14,18,6,2,21,163,1,5.970000000000001,0,distracted,546,0,7.409090909090909,0
71,5,14,0,0,50,44,1,3.13,0,distracted,355,10,0.8627450980392157,0
368,28,22,4,2,9,181,0,18.639999999999997,0,addicted,10304,-10,18.1,1
120,28,4,6,3,8,345,0,12.2,0,addicted,3360,-15,38.333333333333336,1
32,4,9,1,1,23,56,3,2.7600000000000002,0,distracted,128,25,2.3333333333333335,0
95,9,6,1,0,20,194,3,4.65,0,distracted,855,30,9.238095238095237,0
43,1,16,0,1,21,72,1,2.4899999999999998,0,focused,43,5,3.272727272727273,0
108,12,6,3,2,14,142,0,7.640000000000001,0,focused,1296,-10,9.466666666666667,0
38,6,21,4,0,20,85,3,2.34,0,distracted,228,30,4.0476190476190474,0
79,2,11,2,1,23,31,5,3.7700000000000005,0,focused,158,45,1.2916666666666667,0
15,2,16,0,0,43,102,3,0.85,0,focused,30,30,2.3181818181818183,0
72,1,12,3,1,45,85,1,3.3599999999999994,0,focused,72,5,1.8478260869565217,0
167,6,19,2,1,25,99,1,7.209999999999999,0,focused,1002,5,3.8076923076923075,0
161,26,3,1,3,6,217,0,13.030000000000001,0,addicted,4186,-15,31.0,1
28,6,9,1,0,37,32,5,2.04,1,focused,168,50,0.8421052631578947,0
242,34,2,2,2,4,200,1,16.06,0,addicted,8228,0,40.0,1
34,7,8,0,3,26,182,2,5.42,1,focused,238,5,6.7407407407407405,0
31,3,12,1,1,35,115,5,2.53,0,focused,93,45,3.1944444444444446,0
15,6,17,4,0,24,79,3,1.65,0,distracted,90,30,3.16,0
68,3,14,5,1,23,113,3,3.6399999999999997,0,distracted,204,25,4.708333333333333,0
299,12,3,6,3,2,313,1,14.37,0,addicted,3588,-5,104.33333333333333,1
62,3,14,2,1,44,104,1,3.4599999999999995,0,focused,186,5,2.311111111111111,0
132,5,21,2,0,5,117,3,4.96,0,addicted,660,30,19.5,0
238,34,1,1,3,1,157,0,16.939999999999998,0,addicted,8092,-15,78.5,1
34,7,14,0,0,38,102,5,2.42,1,focused,238,50,2.6153846153846154,0
149,9,7,4,0,14,80,3,6.27,0,focused,1341,30,5.333333333333333,0
147,18,7,0,3,28,129,2,11.01,0,distracted,2646,5,4.448275862068965,0
42,2,16,3,0,32,83,5,1.6600000000000001,0,distracted,84,50,2.515151515151515,0
10,7,11,3,0,53,112,2,1.7,1,distracted,70,20,2.074074074074074,0
109,7,18,5,0,16,194,3,4.67,0,distracted,763,30,11.411764705882353,0
21,5,9,1,1,53,16,5,2.63,0,distracted,105,45,0.2962962962962963,0
54,12,8,1,2,19,135,2,6.0200000000000005,0,distracted,648,10,6.75,0
268,16,4,1,2,5,208,1,13.239999999999998,0,addicted,4288,0,34.666666666666664,1
47,5,5,5,0,22,163,3,2.41,0,focused,235,30,7.086956521739131,0
83,17,19,3,0,7,86,0,5.89,1,distracted,1411,0,10.75,0
299,32,1,0,5,2,271,1,20.369999999999997,1,distracted,9568,-15,90.33333333333333,1
392,17,23,5,4,9,157,1,19.16,0,distracted,6664,-10,15.7,1
68,2,12,5,1,50,117,3,3.44,0,focused,136,25,2.2941176470588234,0
177,7,5,0,3,13,120,3,9.709999999999999,0,focused,1239,15,8.571428571428571,0
148,19,4,1,2,9,249,1,10.24,0,distracted,2812,0,24.9,1
392,18,0,4,2,1,311,0,17.36,0,distracted,7056,-10,155.5,1
48,9,20,0,1,22,188,0,4.24,0,distracted,432,-5,8.173913043478262,0
42,14,21,3,2,25,69,1,6.0600000000000005,0,addicted,588,0,2.6538461538461537,0
66,14,20,2,1,7,174,3,5.779999999999999,0,distracted,924,25,21.75,0
74,9,5,2,1,13,177,1,5.0200000000000005,0,focused,666,5,12.642857142857142,0
73,8,5,6,2,23,164,2,5.79,1,distracted,584,10,6.833333333333333,0
273,22,22,6,3,2,216,1,15.589999999999998,0,addicted,6006,-5,72.0,1
67,4,15,5,0,46,61,1,2.8099999999999996,0,focused,268,10,1.297872340425532,0
213,30,3,2,4,5,229,1,16.39,1,addicted,6390,-10,38.166666666666664,1
71,6,10,4,1,24,23,5,4.33,0,focused,426,45,0.92,0
379,17,23,1,5,1,263,0,19.77,0,addicted,6443,-25,131.5,1
292,25,22,3,4,5,310,0,17.759999999999998,0,distracted,7300,-20,51.666666666666664,1
101,9,8,6,1,16,102,1,5.83,0,addicted,909,5,6.0,0
193,26,22,4,5,6,296,0,15.99,0,addicted,5018,-25,42.285714285714285,1
178,34,2,3,2,8,366,1,14.14,0,distracted,6052,0,40.666666666666664,1
161,4,18,3,3,10,141,0,8.629999999999999,0,distracted,644,-15,12.818181818181818,0
94,17,7,1,1,7,147,1,7.220000000000001,0,focused,1598,5,18.375,0
191,28,4,5,3,8,264,0,14.330000000000002,0,addicted,5348,-15,29.333333333333332,1
211,31,3,2,5,9,257,0,17.53,0,addicted,6541,-25,25.7,1
399,28,23,1,4,4,264,0,21.57,0,distracted,11172,-20,52.8,1
197,18,5,4,2,9,168,0,11.51,0,addicted,3546,-10,16.8,0
276,29,1,5,3,7,186,0,17.080000000000002,0,distracted,8004,-15,23.25,1
158,6,19,4,2,16,96,2,7.94,0,distracted,948,10,5.647058823529412,0
61,7,10,5,1,27,116,1,4.2299999999999995,0,focused,427,5,4.142857142857143,0
261,24,3,6,3,4,317,0,15.63,0,addicted,6264,-15,63.4,1
10,5,14,4,0,30,62,1,1.3,1,distracted,50,10,2.0,0
160,6,5,1,3,24,111,2,9.0,0,focused,960,5,4.44,0
54,12,21,5,0,16,191,3,4.0200000000000005,0,focused,648,30,11.235294117647058,0
16,7,16,5,1,32,82,1,2.88,0,focused,112,5,2.484848484848485,0
263,17,23,3,2,7,322,0,13.289999999999997,0,addicted,4471,-10,40.25,1
43,9,5,3,2,19,129,2,5.09,0,focused,387,10,6.45,0
47,18,18,0,3,24,94,3,8.01,0,addicted,846,15,3.76,0
337,31,1,4,2,5,380,0,18.31,0,addicted,10447,-10,63.333333333333336,1
18,7,14,3,1,32,100,4,2.94,0,focused,126,35,3.0303030303030303,0
45,4,10,0,0,59,90,5,2.15,0,distracted,180,50,1.5,0
191,6,7,6,3,25,184,0,9.93,0,focused,1146,-15,7.076923076923077,0
108,18,18,6,1,26,172,2,7.840000000000001,0,addicted,1944,15,6.37037037037037,0
69,6,12,3,1,36,94,3,4.2700000000000005,0,focused,414,25,2.5405405405405403,0
51,7,11,4,0,40,91,3,2.9299999999999997,0,focused,357,30,2.2195121951219514,0
298,21,4,5,3,7,362,0,16.139999999999997,0,addicted,6258,-15,45.25,1
37,11,5,2,2,8,70,2,5.3100000000000005,1,distracted,407,10,7.777777777777778,0
172,5,21,4,0,15,86,0,6.16,0,focused,860,0,5.375,0
172,29,3,1,3,1,301,1,13.959999999999999,0,addicted,4988,-5,150.5,1
36,6,18,6,1,20,101,2,3.28,0,focused,216,15,4.809523809523809,0
172,15,19,3,2,21,70,2,10.16,0,distracted,2580,10,3.1818181818181817,0
134,19,0,3,4,4,176,0,11.819999999999999,0,addicted,2546,-20,35.2,1
92,11,19,5,0,29,169,3,4.959999999999999,0,distracted,1012,30,5.633333333333334,0
51,4,16,1,0,24,84,1,2.3299999999999996,0,distracted,204,10,3.36,0
13,7,11,5,1,22,30,3,2.79,0,focused,91,25,1.3043478260869565,0
18,4,14,1,1,45,91,3,2.34,0,focused,72,25,1.9782608695652173,0
168,26,0,2,4,7,300,1,14.24,0,addicted,4368,-10,37.5,1
56,3,13,6,0,47,12,4,2.2800000000000002,0,focused,168,40,0.25,0
74,13,5,3,0,5,58,0,4.82,0,distracted,962,0,9.666666666666666,0
300,32,4,3,3,8,385,0,18.4,0,addicted,9600,-15,42.77777777777778,1
65,1,10,2,1,39,114,5,3.15,0,focused,65,45,2.85,0
266,23,3,0,5,6,289,1,17.580000000000002,0,distracted,6118,-15,41.285714285714285,1
10,4,12,6,0,47,66,3,1.1,0,distracted,40,30,1.375,0
43,5,10,5,0,45,112,3,2.29,0,focused,215,30,2.4347826086956523,0
285,22,2,2,3,3,256,1,15.95,0,addicted,6270,-5,64.0,1
262,20,0,5,4,8,226,1,15.86,0,distracted,5240,-10,25.11111111111111,1
127,7,5,4,3,11,50,3,8.209999999999999,0,distracted,889,15,4.166666666666667,0
53,3,17,3,1,33,107,2,3.19,0,focused,159,15,3.1470588235294117,0
263,19,23,5,2,2,184,0,13.689999999999998,0,addicted,4997,-10,61.333333333333336,1
17,6,9,1,1,22,47,5,2.71,0,focused,102,45,2.0434782608695654,0
165,28,4,5,5,4,204,1,15.55,0,distracted,4620,-15,40.8,1
150,19,22,4,4,1,305,0,12.3,0,distracted,2850,-20,152.5,1
52,3,9,6,1,34,26,2,3.16,0,focused,156,15,0.7428571428571429,0
48,2,11,3,0,59,106,4,1.8399999999999999,0,focused,96,40,1.7666666666666666,0
209,12,1,2,4,8,361,1,12.669999999999998,1,addicted,2508,-10,40.111111111111114,1
19,6,12,4,1,57,66,1,2.77,0,focused,114,5,1.1379310344827587,0
120,17,7,3,1,15,150,1,8.0,0,distracted,2040,5,9.375,0
167,30,1,5,4,3,349,0,15.01,0,addicted,5010,-20,87.25,1
194,18,19,6,0,8,130,3,9.419999999999998,0,addicted,3492,30,14.444444444444445,0
